title,year,doi,tags,phase,screening_status,excl_reasons
Multi-Objective Optimization Of Land Use Structure In Western Jilin Province Based On System Dynamics,NA,10.3969/j.issn.1002-6819.2013.16.031,"{""model is valued""}",classifier round 2b,excluded,"{""Data is not valued""}"
Applying The Lean Principles Of The Toyota Production System To Reduce Wait Times In The Emergency Department,NA,10.1017/s1481803500012021,{},classifier round 2b,excluded,"{""ESI data not used""}"
Lightweight Design And Analysis On Thermal Door Of Remote Sensing Satellite Camera In Low Earth Orbit,2023,10.1117/12.3007634,{cco},early,excluded,"{""No societal value context""}"
Development And Evaluation Of Hybrid Deep Learning Long Short-Term Memory Network Model For Pan Evaporation Estimation Trained With Satellite And Ground-Based Data,NA,10.1016/j.jhydrol.2022.127534,"{""model is maybe valued""}",classifier round 2a,excluded,"{""Data is not valued""}"
A Semantic-Based Model For Triage Patients In Emergency Departments,NA,10.1007/s10916-017-0710-y,{},classifier round 2b,excluded,"{""ESI data not used""}"
A Piecewise Catenary Curve Model Growing For 3d Power Line Reconstruction,NA,10.14358/pers.78.11.1227,{},classifier round 2b,excluded,{Validation/calibration}
Adaptive Estimation Of Aircraft Flight Parameters For Engine Health Monitoring System,NA,10.2514/2.2965,{},classifier round 1,excluded,"{""No societal value context"",""ESI data not used""}"
Statistical Object-Based Method For Forest Change Detection Using High-Resolution Remote Sensing Images,NA,10.11707/j.1001-7488.20170509,{},classifier round 2a,excluded,{Validation/calibration}
Blending Multi-Source Data In Hydrological Simulations Based On Bma Method,NA,10.13243/j.cnki.slxb.20200154,{},classifier round 2b,excluded,{Validation/calibration}
"Monitoring The Spatiotemporal Changes In Regional Ecosystem Health: A Case Study In Izmir, Turkey",2020,10.1007/s10661-020-08357-4,{},classifier excl sample,excluded,"{""Data is not valued""}"
Assessment Of The Value Of Remotely Sensed Surface Water Extent Data For The Calibration Of A Lumped Hydrological Model,2023,10.1029/2023wr034875,{calibration},sample 1000,excluded,"{""Data is not valued""}"
The Economic Value of Seasonal Forecasts: Stochastic Economywide Analysis for East Africa,2016,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2820148,{},soc ben repo,excluded,"{""Valued data is not ESI""}"
Intercomparison Across Scales Between Remotely-Sensed Land Surface Temperature And Representative Equilibrium Temperature From A Distributed Energy Water Balance Model,NA,10.1080/02626667.2014.946418,{},classifier round 2b,excluded,{Validation/calibration}
Are The Economic Costs Of (Non-)Stabilising The Atmosphere Prohibitive? A Comment,NA,10.1016/s0921-8009(03)00163-0,{},classifier round 2b,excluded,"{""ESI data not used"",""Data is not valued""}"
Leveraging the Power of Location Information and Technologies to Improve Public Services at the Local Level,2021,https://doi.org/10.2760/67126,{},soc ben repo,excluded,"{""ESI data not used""}"
"Investigating The Uncertainties Propagation Analysis Of Co2 Emissions Gridded Maps At The Urban Scale: A Case Study Of Jinjiang City, China",NA,10.3390/rs12233932,{},classifier round 2b,excluded,"{""Data is not valued""}"
The Application Of Bayesian Network Classifiers To Cloud Classification In Satellite Images,NA,10.1016/j.renene.2016.05.066,{},classifier round 2b,excluded,"{""Data is not valued""}"
Nitrogen Dioxide Sterilization In Low-Resource Environments: A Feasibility Study,NA,10.1371/journal.pone.0130043,{},classifier round 2b,excluded,"{""ESI data not used""}"
A Heuristics Based Global Navigation Satellite System Data Reduction Algorithm Integrated With Map-Matching,NA,10.1007/s10479-019-03184-4,"{""gnss not esi""}",classifier round 2b,excluded,"{""ESI data not used""}"
The Sentinel Effect In An Outpatient Managed Care Setting,NA,10.1037/0735-7028.29.3.262,{},classifier round 2b,excluded,"{""ESI data not used""}"
The Vegetation Adjusted Ntl Urban Index: A New Approach To Reduce Saturation And Increase Variation In Nighttime Luminosity,2013,10.1016/j.rse.2012.10.022,{},classifier round 2b,excluded,"{""Data is not valued""}"
"Changes In Land-Use And Ecosystem Service Value In Guangdong Province, Southern China, From 1990 To 2018",2021,10.3390/land10040426,{},sample 1000,excluded,"{""Data is not valued""}"
Reflecting on a decade of collaboration between NASA and USAID: deriving value from space for international development,2018,978-3-319-72465-2,{},soc ben repo,excluded,"{""Data is not valued""}"
Reconstructing Missing And Anomalous Data Collected From High-Frequency In-Situ Sensors In Fresh Waters,NA,10.3390/ijerph182312803,{},classifier round 2b,excluded,"{""ESI data not used""}"
Near Real-Time Disturbance Detection Using Satellite Image Time Series,NA,10.1016/j.rse.2012.02.022,{},classifier round 2a,excluded,"{""Data is not valued""}"
Evaluation Of Sustainable Water Supply Alternatives In Karstified Rock Masses Using Gis And Ahp Methodology For Antalya (Turkey) Urban Area,2018,10.1007/s12665-018-7881-9,{},classifier round 2b,excluded,"{""Data is not valued""}"
"A Novel Framework For The Potential Assessment Of Utility-Scale Photovoltaic Solar Energy, Application To Eastern Iran",NA,10.1016/j.enconman.2017.08.076,{},classifier round 2b,excluded,"{""Data is not valued""}"
"Constraints Of Grassland Science, Pastoral Management And Policy In Northern China: Anthropological Perspectives On Degradational Narratives",NA,10.1108/14468951211262251,{},classifier round 1,excluded,"{""ESI data not used"",""Data is not valued""}"
"Investigation of aquaculture dynamics at a Ramsar site, using earth observation systems in conjunction with a socio-economic assessment",2009,https://doi.org/10.1111/j.1440-1770.2009.00413.x,{},soc ben repo,excluded,"{""Data is not valued""}"
From Bamako To Kolda: A Case Study Of Medicines And The Financing Of District Health Services,1990,10.1093/heapol/5.4.367,{},sample 1000,excluded,"{""ESI data not used""}"
The Diagnosis And Treatment Of Helicobacter Pylori Infection In Arctic Regions With A High Prevalence Of Infection: Expert Commentary,NA,10.1017/s0950268815001181,{},classifier round 2b,excluded,"{""ESI data not used""}"
Convolutional Neural Network -Support Vector Machine Model-Gaussian Process Regression: A New Machine Model For Predicting Monthly And Daily Rainfall,NA,10.1007/s11269-023-03519-8,{},classifier round 2b,excluded,{Validation/calibration}
Economic Evaluation Of Frequent Home Nocturnal Hemodialysis Based On A Randomized Controlled Trial,NA,10.1681/asn.2013040360,{},classifier round 2b,excluded,"{""ESI data not used""}"
An Integrated Method To Create Habitat Suitability Models For Fragmented Landscapes,2010,10.1016/j.jnc.2009.10.002,{algorithm},sample 1000,excluded,"{""Data is not valued""}"
"Evaluating Principal Components Analysis For Identifying Optimal Bands Using Wetland Hyperspectral Measurements From The Great Lakes, Usa",NA,10.3390/rs1030408,{},classifier round 2b,excluded,"{""Data is not valued""}"
"A Case Study On The Relationship Between Land Surface Temperature And Land Surface Indices In Raipur City, India",NA,10.1080/00167223.2020.1752272,{},classifier round 1,excluded,"{""Data is not valued""}"
Air Quality Forecasts Improved By Combining Data Assimilation And Machine Learning With Satellite Aod,NA,10.1029/2021gl096066,{},classifier round 2a,excluded,"{""Data is not valued""}"
Role Of Resource Centres In Facilitating Inclusive Education: Experience From Ethiopia,NA,10.1080/09687599.2019.1649120,{},classifier round 2b,excluded,"{""ESI data not used""}"
Thematic Portfolio Optimization: Challenging The Core Satellite Approach,NA,10.1007/s11408-019-00329-0,{},classifier round 2,excluded,"{""No societal value context"",""ESI data not used""}"
Reviewing innovative Earth observation solutions for filling science-policy gaps in hydrology,2014,https://doi.org/10.1016/j.jhydrol.2014.05.059,{},soc ben repo,excluded,"{""Data is not valued""}"
Data-Driven Optimal Scheduling For Underground Space Based Integrated Hydrogen Energy System,NA,10.1049/rpg2.12386,{},classifier round 2b,excluded,"{""ESI data not used""}"
Artificial Intelligence For Modeling Complex Systems: Taming The Complexity Of Expert Models To Improve Decision Making,NA,10.1145/3453172,{},classifier round 2b,excluded,"{""Data is not valued""}"
Lenvatinib Plus Pembrolizumab In Advanced Recurrent Endometrial Cancer: A Cost-Effectiveness Analysis,NA,10.1016/j.ygyno.2021.06.014,{},classifier round 2b,excluded,"{""ESI data not used""}"
Response Of Ecosystem Services To Land Use And Cover Change: A Case Study In Chengdu City,2018,10.1016/j.resconrec.2017.03.009,{},sample 1000,excluded,"{""Data is not valued""}"
"Factoring In Ecosystem Services And Values In Decision Making, Risk Management, Loss And Environmental Damage: Over The Lifecycle Of Energy Development",2015,10.2118/173537-ms,{cco},early,excluded,"{""Data is not valued""}"
Discovering Floristic And Geoecological Gradients Across Amazonia,2019,10.1111/jbi.13627,{},sample 1000,excluded,"{""Data is not valued""}"
The Irrigation Cooling Effect As A Climate Regulation Service Of Agroecosystems,NA,10.3390/w12061553,{},classifier round 1,excluded,"{""Data is not valued""}"
Advances In Representing Interactive Methane In Modele2-Yibs (Version 1.1),2018,10.5194/gmd-11-4417-2018,{calibration},sample 1000,excluded,"{""Data is not valued""}"
"Impact, Efficiency, Inequality, And Injustice Of Urban Air Pollution: Variability By Emission Location",2018,10.1088/1748-9326/aa9cb5,{},sample 1000,excluded,"{""ESI data not used""}"
'Early Warning Systems' For Identifying New Healthcare Technologies,NA,10.3310/hta3130,{},classifier round 2b,excluded,"{""ESI data not used""}"
Conceptualising Circular Economy Performance With Non-Traditional Valuation Methods: Lessons For A Post-Pandemic Recovery,NA,10.1080/13675567.2021.1974365,{},classifier round 2a,excluded,"{""ESI data not used"",""Data is not valued""}"
Assessing Waterlogging Stress Level Of Winter Wheat From Hyperspectral Imagery Based On Harmonic Analysis,2022,10.3390/rs14010122,{},sample 1000,excluded,"{""Data is not valued""}"
Becoming Homo Sapiens Sapiens: Mapping The Psycho-Cultural Transformation In The Anthropocene,2017,10.1016/j.ancene.2017.11.002,{},classifier excl sample,excluded,"{""ESI data not used""}"
"Estimation Of Water Consumption And Productivity For Rice Through Integrating Remote Sensing And Census Data In The Songnen Plain, China",2015,10.1007/s10333-013-0411-1,{},sample 1000,excluded,"{""Data is not valued""}"
A Machine Learning Framework For Predicting And Understanding The Canadian Drought Monitor,NA,10.1029/2022wr033847,{},classifier round 2b,excluded,{Validation/calibration}
Vehicular Traffic Noise Prediction And Propagation Modelling Using Neural Networks And Geospatial Information System,NA,10.1007/s10661-019-7333-3,{},classifier round 2b,excluded,"{""Data is not valued""}"
Disruptive Technologies For Improving Water Security In Large River Basins,NA,10.3390/w12102783,{},classifier round 2,excluded,"{""ESI data not used""}"
"Application Of Sentinel-2 Multispectral Data For Habitat Mapping Of Pacific Islands: Palau Republic (Micronesia, Pacific Ocean)",NA,10.3390/jmse7090316,{},classifier round 2a,excluded,{Validation/calibration}
Vegetation Monitoring For Guatemala: A Comparison Between Simulated Viirs And Modis Satellite Data,NA,10.1080/10106049.2010.519786,{},classifier round 2,excluded,{Validation/calibration}
Optimized Image Registration Algorithm At Subpixel Level For Geostationary Operational Environmental Satellite-R Advanced Baseline Imager Navigation And Registration Performance Assessment,NA,10.1117/1.jrs.17.026504,{},classifier round 2b,excluded,{Validation/calibration}
Gis-Based Assessment Of The Technical And Economic Feasibility Of Utility-Scale Solar Pv Plants: Case Study In West Kalimantan Province,2020,10.3390/su12156283,{},sample 1000,excluded,"{""Data is not valued""}"
Grdl: A New Global Reservoir Area-Storage-Depth Data Set Derived Through Deep Learning-Based Bathymetry Reconstruction,NA,10.1029/2023wr035781,{},classifier round 2b,excluded,{Validation/calibration}
Seasonal Variation In Space Use By Nonbreeding Bald Eagles Within The Upper Chesapeake Bay,2015,10.3356/jrr-13-61.1,{},sample 1000,excluded,"{""Data is not valued""}"
Ecosystem Services Assessment Using A Valuation Framework For The Bangladesh Sundarbans: Livelihood Contribution And Degradation Analysis,2017,10.1007/s11676-016-0275-5,{},sample 1000,excluded,"{""Data is not valued""}"
Reliability And Availability Analysis For An On Board Computer In A Satellite System Using Standby Redundancy And Rejuvenation,NA,10.1007/s12206-012-0512-6,{},classifier round 2a,excluded,"{""ESI data not used""}"
Avulsions Drive Ecosystem Services And Economic Changes In The Brazilian Pantanal Wetlands,2021,10.1016/j.crsust.2021.100057,{},classifier round 1,excluded,"{""Data is not valued""}"
Integrating New Technologies To Broaden The Scope Of Northern Spotted Owl Monitoring And Linkage With Usda Forest Inventory Data,2022,10.3389/ffgc.2022.966978,"{""passive acoust monitor""}",classifier round 1,excluded,"{""Data is not valued""}"
Modelling Habitat Conversion In Miombo Woodlands: Insights From Tanzania,NA,10.1080/1747423x.2017.1331271,{},classifier round 2b,excluded,"{""Data is not valued""}"
"The First Generation Of A Regional-Scale 1-M Forest Canopy Cover Dataset Using Machine Learning And Google Earth Engine Cloud Computing Platform: A Case Study Of Arkansas, Usa",NA,10.1016/j.dib.2023.109986,{},classifier round 1,excluded,"{""Data is not valued"",Validation/calibration}"
"Access To Fertility Care In Geographically Underserved Populations, A Second Look",NA,10.1007/s43032-022-00991-2,{},classifier round 1,excluded,"{""ESI data not used""}"
Air Quality Estimation In Ukraine Using Sdg 11.6.2 Indicator Assessment,NA,10.3390/rs13234769,{},classifier round 2b,excluded,"{""Data is not valued"",Validation/calibration}"
A Self-Adaptive Algorithm Based On Avhrr Multitemporal Data Analysis For Small Active Fire Detection,NA,"fa - universita' degli studi della, potenza, via della tecnica, italy and 10.1080/01431160210144723",{},classifier round 2b,excluded,{Validation/calibration}
Mutual Information Based Multi-Modal Remote Sensing Image Registration Using Adaptive Feature Weight,NA,10.1080/2150704x.2018.1458343,{},classifier round 2a,excluded,{Validation/calibration}
Preliminary Impact Studies Using Global Positioning System Radio Occultation Profiles At Ncep,2008,10.1175/2007mwr2260.1,{},classifier round 2b,excluded,"{""Data is not valued""}"
Dynamic Monitoring Of Eco-Environmental Quality In Xi′An Based On Gee And Adjusted Rsei,2023,10.5846/stxb202112103510,{},classifier excl sample,excluded,"{""Data is not valued""}"
"Evaluation Of Tree-Base Data Mining Algorithms In Land Used/Land Cover Mapping In A Semi-Arid Environment Through Landsat 8 Oli Image; Shiraz, Iran",NA,10.1080/19475705.2020.1745902,{},classifier round 2a,excluded,{Validation/calibration}
Planning Of Multi-Station Accessing Multi-Satellite Based On Physical Planning,2023,10.12305/j.issn.1001-506x.2023.08.26,{},sample 1000,excluded,"{""No societal value context""}"
"Remote Monitoring Of Inhaled Bronchodilator Use And Weekly Feedback About Asthma Management: An Open-Group, Short-Term Pilot Study Of The Impact On Asthma Control",2013,10.1371/journal.pone.0055335,{},classifier round 1,excluded,"{""ESI data not used""}"
Introducing Icedap: An Iterative Coastal Embayment Delineation And Analysis Process' With Applications For The Management Of Coastal Change,2023,10.3390/rs15164034,"{""ESI not valued""}",classifier round 2b,excluded,"{""Data is not valued""}"
Two-Dimensional Space Turntable Pitch Axis Trajectory Prediction Method Based On Sun Vector And Cnn-Lstm Model,NA,10.3390/app13084939,{},classifier round 2b,excluded,"{""ESI data not used""}"
Identification Of Key Patches For Biodiversity Conservation Based On Possibility Of Connectivity Method,2018,10.3303/cet1864101,{},classifier excl sample,excluded,"{""ESI data not used""}"
"Characterization Of Water Use And Water Balance For The Croplands Of Kansas Using Satellite, Climate, And Irrigation Data",2021,10.1016/j.agwat.2021.107106,{},sample 1000,excluded,"{""Data is not valued""}"
Real-World Remote Sensing Image Super-Resolution Via A Practical Degradation Model And A Kernel-Aware Network,NA,10.1016/j.isprsjprs.2022.07.010,{},classifier round 2,excluded,{Validation/calibration}
"Deep Learning Forecasts Of Soil Moisture: Convolutional Neural Network And Gated Recurrent Unit Models Coupled With Satellite-Derived Modis, Observations And Synoptic-Scale Climate Index Data",NA,10.3390/rs13040554,{},classifier round 2b,excluded,{Validation/calibration}
Citizen Observations Contributing To Flood Modelling: Opportunities And Challenges,NA,10.5194/hess-22-1473-2018,{},classifier round 2b,excluded,"{""Review or opinion""}"
"Estimation Of Forage Mass In A Mixed Pasture By Machine Learning, Pasture Management And Satellite Meteorological Data",2023,10.22319/rmcp.v14i1.6162,{},sample 1000,excluded,"{""Data is not valued""}"
Assessing Canal Seepage And Soil Salinity Using The Electromagnetic Remote Sensing Technology,2006,10.2495/si060071,{},sample 1000,excluded,"{""Data is not valued""}"
Integrating Remote-Sensed And Historical Geodata To Assess Interactions Between Rural Buildings And Agroforestry Land,2021,10.3846/jeelm.2021.15080,{},classifier round 2b,excluded,"{""Data is not valued""}"
Runoff Estimation With Low Altitude Remote Sensing And Satellite Images,2023,10.12118/j.issn.1000-6060.2022.357,{},classifier excl sample,excluded,"{""Data is not valued""}"
Spatio-Temporal Changes In Urban Green Space In 107 Chinese Cities (1990-2019): The Role Of Economic Drivers And Policy,NA,10.1016/j.jag.2021.102525,{},classifier round 1,excluded,"{""Data is not valued""}"
Investigation Of Flash Floods On Early Basis: A Factual Comprehensive Review,NA,10.1109/access.2020.2967496,{},classifier round 2b,excluded,"{""Review or opinion""}"
The Development And Evaluation Of Satellite Endoscopy Services In Western Australia,1998,10.1071/ah980155,{},sample 1000,excluded,"{""ESI data not used""}"
"The Dod: Stewards Of A Global Information Resource, The Navstar Global Positioning System",NA,10.1109/5.736339,{},classifier round 2b,excluded,"{""ESI data not used""}"
"Landsat Time Series Reveal Forest Loss And Woody Encroachment In The Ngorongoro Conservation Area, Tanzania",2022,10.1002/rse2.277,{},classifier excl sample,excluded,"{""Data is not valued""}"
Price Tagging On Urban Farming Benefit In The Context Of Ecosystem Services,2023,10.1007/978-3-031-24767-5_30,{},sample 1000,excluded,"{""Data is not valued""}"
Temporal Informative Analysis In Smart-Icu Monitoring: M-Healthcare Perspective,NA,10.1007/s10916-016-0547-9,{},classifier round 2b,excluded,"{""ESI data not used""}"
Reexamining Supply Chain Integration And The Supplier's Performance Relationships Under Uncertainty,NA,10.1108/scm-04-2013-0114,{},classifier round 2b,excluded,"{""ESI data not used""}"
Narrative Review Of New Methods For Assessing Food And Energy Intake,NA,10.3390/nu10081064,{},classifier round 2b,excluded,"{""ESI data not used""}"
Promoting Tech Transfer Between Space And Global Mental Health,NA,10.3357/amhp.5589.2020,{},classifier round 2,excluded,"{""ESI data not used""}"
Administrative Data Fail To Accurately Identify Cases Of Healthcare-Associated Infection,NA,10.1086/502684,{},classifier round 2b,excluded,"{""ESI data not used""}"
Methods To Adjust Willingness-To-Pay Measures For Severity Of Illness,NA,10.1016/j.jval.2023.02.001,{},classifier round 2a,excluded,"{""ESI data not used""}"
Can Training Data Counteract Topographic Effects In Supervised Image Classification? A Sensitivity Analysis In The Cantabrian Mountains (Spain),NA,10.1080/01431161.2018.1489163,{},classifier round 2b,excluded,"{""Data is not valued""}"
Exploring The Decision Tree Method For Modelling Urban Land Use Change,NA,10.5623/cig2015-305,{},classifier round 2b,excluded,{Validation/calibration}
Dsanet: A Deep Supervision-Based Simple Attention Network For Efficient Semantic Segmentation In Remote Sensing Imagery,NA,10.3390/rs14215399,{},classifier round 2a,excluded,{Validation/calibration}
Critical Steps For Continuing Advancement Of Satellite Rainfall Applications For Surface Hydrology In The Nile River Basin,NA,10.1111/j.1752-1688.2010.00428.x,{},classifier round 2b,excluded,{Validation/calibration}
Sulfur Dioxide Emissions In China And Sulfur Trends In East Asia Since 2000,2010,10.5194/acp-10-6311-2010,{},classifier round 2b,excluded,"{""Data is not valued""}"
Towards An Accurate And Reliable Downscaling Scheme For High-Spatial-Resolution Precipitation Data,NA,10.3390/rs15102640,{},classifier round 2b,excluded,{Validation/calibration}
"Spatiotemporal Analysis Of Encroachment On Wetlands: A Case Of Nakivubo Wetland In Kampala, Uganda",2016,10.1007/s10661-016-5207-5,{},classifier round 2b,excluded,"{""Data is not valued""}"
"Urban And Transport Planning, Environmental Exposures And Health-New Concepts, Methods And Tools To Improve Health In Cities",2016,10.1186/s12940-016-0108-1,{},classifier excl sample,excluded,"{""ESI data not used"",""Review or opinion""}"
Barriers To And Facilitators Of Engagement With Remote Measurement Technology For Managing Health: Systematic Review And Content Analysis Of Findings,NA,10.2196/10480,{},classifier round 2b,excluded,"{""ESI data not used""}"
Impact Of A Collaborative Radiology Utilization Management Program: Does The Specialty Of The Referring Provider Matter?,NA,10.2214/ajr.16.16110,{},classifier round 2b,excluded,"{""ESI data not used""}"
Landsat in Contexts: Deconstructing and Reconstructing the Data-to-Action Paradigm in Earth Remote Sensing,2019,https://vtechworks.lib.vt.edu/bitstream/handle/10919/89431/Fried_SJ_D_2019.pdf?isAllowed=y&sequence=,"{critique,Gerald}",soc ben repo,excluded,"{""Value is not measured"",""Data is not valued""}"
Three Surveillance Strategies For Vancomycin-Resistant Enterococci In Hospitalized Patients: Detection Of Colonization Efficiency And A Cost-Effectiveness Model,NA,10.1086/502485,{},classifier round 2b,excluded,"{""ESI data not used""}"
Evaluation Of Pcr-Reverse Blot Hybridization Assay For The Differentiation And Identification Of Mycobacterium Species In Liquid Cultures,NA,10.1111/jam.12670,{},classifier round 2b,excluded,"{""ESI data not used""}"
An Estimate Of Lifelong Costs And Qalys In Renal Replacement Therapy Based On Patients' Life Expectancy,NA,10.1016/j.healthpol.2007.10.002,{},classifier round 2b,excluded,"{""ESI data not used""}"
"The Climate Adaptive Characteristics Of Urban Inside/Outside Water Bodies Based On Their Cooling Effect In Poyang And Dongting Lake Regions, China",NA,10.1016/j.heliyon.2023.e15974,{},classifier round 1,excluded,"{""Data is not valued""}"
Temporal And Spatial Variations Of Eco-Asset Patterns And The Factors Driving Change In The Wanjiang Demonstration Area,2019,10.5814/j.issn.1674-764x.2019.03.006,{},sample 1000,excluded,"{""Data is not valued""}"
Structure From Motion Of Multi-Angle Rpas Imagery Complements Larger-Scale Airborne Lidar Data For Cost-Effective Snow Monitoring In Mountain Forests,NA,10.3390/rs12142311,{},classifier round 2b,excluded,"{""Data is not valued"",Validation/calibration}"
A Cost-Effectiveness Analysis Of Pneumococcal Conjugate Vaccines In Infants And Herd Protection In Older Adults In Colombia,NA,10.1080/14760584.2023.2184090,{},classifier round 2b,excluded,"{""ESI data not used""}"
Interactive Visualization Of Marine Pollution Monitoring And Forecasting Data Via A Web-Based Gis,NA,10.1016/j.cageo.2010.02.008,"{""system is valued""}",classifier round 2b,excluded,"{""Data is not valued""}"
Optimizing Broiler Performance Using Different Amino Acid Density Diets: What Are The Limits?,NA,10.3382/japr.2011-00476,{},classifier round 2b,excluded,"{""ESI data not used""}"
Progress And Prospect Of Chinese Ocean Satellites,NA,10.11834/jrs.20166153,{},classifier round 2,excluded,"{""Data is not valued""}"
The Impact Of Land Use Change On Water Resources In Sub-Saharan Africa: A Modelling Study Of Lake Malawi,1995,10.1016/0022-1694(94)02679-6,{},classifier round 2b,excluded,"{""Data is not valued""}"
“What Goes Around Comes Around”: Lessons Learned From Economic Evaluations Of Personalized Medicine Applied To Digital Medicine,NA,10.1016/j.jval.2016.08.736,{},classifier round 2b,excluded,"{""ESI data not used""}"
Sentinel Sar-Optical Fusion For Crop Type Mapping Using Deep Learning And Google Earth Engine,NA,10.1016/j.isprsjprs.2021.02.018,{},classifier round 2b,excluded,{Validation/calibration}
Antineoplastic Agent Workplace Contamination Study: The Alberta Cancer Board Pharmacy Perspective,2005,10.1191/1078155205jp152oa,"{""satellite clinics""}",sample 1000,excluded,"{""ESI data not used""}"
Remote Sensing Of Epibenthic Shellfish Using Synthetic Aperture Radar Satellite Imagery,NA,10.3390/rs70403710,{},classifier round 2b,excluded,{Validation/calibration}
An Optimisation Model For Incentivising The Development Of Marginal Oil And Gas Fields Amidst Increasingly Complex Ownership Patterns: Ukcs Case Study,NA,10.1016/j.petrol.2021.109109,{},classifier round 2b,excluded,"{""ESI data not used""}"
Public Administration And Landowners Facing Real Estate Cadastre Modernization: A Win-Lose Or Win-Win Situation?,NA,10.3390/resources12060073,{},classifier round 2b,excluded,"{""Data is not valued""}"
"An Integrative Methodology To Predict Dispersal Of Genetically Modified Genotypes In Oilseed Rape At Landscape-Level-A Study For The Region Of Schleswig-Holstein, Germany",NA,10.1016/j.ecolind.2009.03.008,{},classifier round 2b,excluded,"{""Data is not valued""}"
A New European Service To Share Gnss Data And Products,NA,10.4401/ag-8776,{},classifier round 2b,excluded,"{""ESI data not used""}"
Radiation Use Efficiency Of Forage Resources: A Meta-Analysis,2019,10.2134/agronj2018.10.0645,{},sample 1000,excluded,"{""Data is not valued""}"
Inter-Satellite Optical Wireless Communication (Isowc) Systems Challenges And Applications: A Comprehensive Review,NA,10.1515/joc-2022-0075,{},classifier round 2a,excluded,"{""ESI data not used""}"
"A political history of U.S. Commercial remote sensing, 1984-2007: conflict, collaboration, and the role of knowledge in the high-tech world of earth observation satellites",2007,https://vtechworks.lib.vt.edu/handle/10919/30235,{},soc ben repo,excluded,"{""Data is not valued""}"
Accuracy Improvement Of High Resolution Satellite Image Georeferencing Using An Optimized Line-Based Rational Function Model,NA,10.1080/01431161.2017.1410294,{},classifier round 2b,excluded,{Validation/calibration}
"Mobile Tv Phone: Current Usage, Issues, And Strategic Implications",NA,10.1108/02635570810914937,"{""NOT Dave Mathews Band""}",classifier round 2b,excluded,"{""ESI data not used""}"
Development Of Low-Cost Remote Sensing Tools And Methods For Supporting Smallholder Agriculture,NA,10.1007/s12518-019-00292-5,{},classifier round 2b,excluded,{Validation/calibration}
Optimised Ensemble Learning-Based Iot-Enabled Heart Disease Monitoring System: An Optimal Fuzzy Ranking Concept,NA,10.1080/21681163.2022.2162439,{},classifier round 2b,excluded,"{""ESI data not used""}"
Global Land Cover Mapping At 30 M Resolution: A Pok-Based Operational Approach,NA,10.1016/j.isprsjprs.2014.09.002,{},classifier round 2a,excluded,{Validation/calibration}
Routine Implementation Costs Of Larviciding With Bacillus Thuringiensis Israelensis Against Malaria Vectors In A District In Rural Burkina Faso,NA,10.1186/s12936-016-1438-8,{},classifier round 2b,excluded,"{""ESI data not used""}"
"Changes In Ecosystem Service Values In Zoige Plateau, China",2010,10.1016/j.agee.2010.10.019,{},sample 1000,excluded,"{""Data is not valued""}"
Use of the McHargian LUSA in agricultural research and decisionmaking in the age of non-stationarity and big earth observation data,2019,https://doi.org/10.1007/s42532-019-00022-6,{},soc ben repo,excluded,"{""Data is not valued""}"
Bacterial Loading During Flooding: A Case Study From 2010 On The Bi-National Rio Grande,2012,10.2495/wp120031,{},classifier round 2b,excluded,"{""Data is not valued""}"
Minimizing Signal Detection Time In Postmarket Sequential Analysis: Balancing Positive Predictive Value And Sensitivity,2014,10.1002/pds.3618,"{""USDA Sentinel System"",spurious}",classifier round 1,excluded,"{""ESI data not used""}"
Quantitative Inversion Of Long Sequential Leaf Area Index Using Remote Sensing Based On Bp Neural Network From 1988 To 2013,NA,10.5846/stxb201703290547,{},classifier round 2a,excluded,"{""Data is not valued"",Validation/calibration}"
Public Space Layout Optimization In Affordable Housing Based On Social Network Analysis,2021,10.3390/land10090955,{},sample 1000,excluded,"{""ESI data not used""}"
Quantifying the Cost Reduction Potential for Earth Observation Satellites,2014,https://smad.com/wp-content/uploads/2014/11/RS-Paper_Final.pdf,{},soc ben repo,excluded,"{""No societal value context""}"
"Agricultural Productive Carrying Capacity Improve And Water Optimal Allocation Under Uncertainty Based On Remote Sensing Data In Lancang County, Southwest China",NA,10.3390/w14223641,{},classifier round 2b,excluded,"{""Data is not valued""}"
Cutaneous Melanoma In The Elderly,2009,10.1097/cmr.0b013e328329fe95,{},classifier round 1,excluded,"{""ESI data not used""}"
Ecological Risk Pattern Based On Land Use Changes In Jiangsu Coastal Areas,2018,10.5846/stxb201709041596,{},classifier round 1,excluded,"{""Data is not valued""}"
Medicoeconomic Study Of Microsurgical Head And Neck Reconstructions,NA,10.1016/j.anorl.2011.01.002,{},classifier round 2b,excluded,"{""ESI data not used""}"
A Systems View Of Future Air Traffic Management (Atm) Operations And Equipment,NA,10.1109/dasc.2002.1067964,"{""sat nav"",""value of aircraft upgrade""}",classifier round 2b,excluded,"{""ESI data not used"",""Data is not valued""}"
Global Mapping And Estimation Of Ecosystem Services Values And Gross Domestic Product: A Spatially Explicit Integration Of National 'Green Gdp' Accounting,NA,10.1016/j.ecolind.2014.05.020,{},classifier round 2b,excluded,"{""Data is not valued""}"
Leveraging Multimission Satellite Data For Spatiotemporally Coherent Cyanohab Monitoring,NA,10.3389/frsen.2023.1157609,{},classifier round 2,excluded,{Validation/calibration}
