author,journal,year,doi,bibtex_source,benchmark,doc_id
sachasiri,31st asian conference on remote sensing 2010 acrs 2010,2010,NA,scopus.bib,FALSE,8742
sachdeva,international journal of remote sensing,2020,10.1080/01431161.2019.1654141,scopus.bib,FALSE,8743
sackheim,35th joint propulsion conference and exhibit,1999,NA,scopus.bib,FALSE,8744
sadalage,2015 ieee underwater technology ut 2015,2015,10.1109/ut.2015.7108227,scopus.bib,FALSE,8745
sadasivuni,american society for photogrammetry and remote sensing annual conference 2009 asprs 2009,2009,NA,scopus.bib,FALSE,8746
sader,international journal of remote sensing,1992,10.1080/01431169208904102,scopus.bib,FALSE,8747
sadinski,plos one,2018,10.1371/journal.pone.0201951,wos_3001_3500.bib,FALSE,8748
sadoff,proceedings of the air and waste management association s annual conference and exhibition awma,2022,NA,scopus.bib,FALSE,8749
sadouni,environmental monitoring and assessment,2023,10.1007/s10661-023-11602-1,scopus.bib,FALSE,8750
saeed,icast 2008 proceedings of 2nd international conference on advances in space technologies space in the service of mankind,2008,10.1109/icast.2008.4747691,scopus.bib,FALSE,8751
saemian,science of the total environment,2020,10.1016/j.scitotenv.2020.139857,scopus.bib,FALSE,8752
saez,proceedings of the international astronautical congress iac,2021,NA,scopus.bib,FALSE,8753
safaei,promet traffic transportation,2019,10.7307/ptt.v31i3.2938,wos_3001_3500.bib,FALSE,8754
safaeian,scientific reports,2023,10.1038/s41598-023-28961-x,scopus.bib;wos_0501_1000.bib,FALSE,8755
safar,agris on line papers in economics and informatics,2022,10.7160/aol.2022.140109,scopus.bib,FALSE,8756
safari,journal of environmental management,2023,10.1016/j.jenvman.2023.117409,scopus.bib,FALSE,8757
safarianzengir,air quality atmosphere and health,2020,10.1007/s11869-020-00827-5,scopus.bib,FALSE,8758
safre,irrigation science,2022,10.1007/s00271-022-00810-1,scopus.bib;wos_0501_1000.bib,FALSE,8759
safriel,environmental science and engineering,2007,NA,scopus.bib,FALSE,8760
safronov,remote sensing,2015,10.3390/rs70100395,scopus.bib,FALSE,8761
sagath,proceedings of the international astronautical congress iac,2014,NA,scopus.bib,FALSE,8762
saglam,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2018,10.5194/isprs-archives-xlii-3-w4-429-2018,scopus.bib,FALSE,8763
sah,international journal of engineering and advanced technology,2019,10.35940/ijeat.a1037.109119,scopus.bib,FALSE,8764
saha,sustainable water resources management,2022,10.1007/s40899-022-00731-z,scopus.bib;wos_0501_1000.bib,FALSE,8765
saha,ecohydrology,2022,10.1002/eco.2475,scopus.bib,FALSE,8766
saha,journal of the indian society of remote sensing,2022,10.1007/s12524-021-01459-7,scopus.bib,FALSE,8767
saha,environment development and sustainability,2021,10.1007/s10668-020-00783-1,scopus.bib,FALSE,8768
saha,environmental earth sciences,2019,10.1007/s12665-019-8658-5,scopus.bib;wos_3001_3500.bib,FALSE,8769
saha,landslides,2005,10.1007/s10346-004-0039-8,scopus.bib;wos_1501_2000.bib,FALSE,8770
sahana,scientific reports,2022,10.1038/s41598-022-24953-5,scopus.bib,FALSE,8771
sahani,ecological informatics,2021,10.1016/j.ecoinf.2021.101352,scopus.bib,FALSE,8772
sahbeni,open geosciences,2021,10.1515/geo-2020-0286,scopus.bib;wos_0001_0500.bib,FALSE,8773
sahdev,journal of settlements and spatial planning,2020,10.24193/jsspsi.2020.6.04,scopus.bib;wos_3001_3500.bib,FALSE,8774
saher,geosciences switzerland ,2023,10.3390/geosciences13010014,scopus.bib,FALSE,8775
saher,global ecology and conservation,2022,10.1016/j.gecco.2021.e01935,scopus.bib;wos_2001_2500.bib,FALSE,8776
sahin,isi bilimi ve teknigi dergisi journal of thermal science and technology,2010,NA,scopus.bib;wos_2001_2500.bib,FALSE,8777
sahle,agronomy for sustainable development,2018,10.1007/s13593-017-0484-0,scopus.bib,FALSE,8778
sahli,journal of mountain science,2019,10.1007/s11629-018-5325-3,scopus.bib;wos_2501_3000.bib,FALSE,8779
sahoo,environmental impact assessment review,2016,10.1016/j.eiar.2015.10.002,scopus.bib;wos_1501_2000.bib,FALSE,8780
sahoo,environmental earth sciences,2015,10.1007/s12665-015-4213-1,scopus.bib,FALSE,8781
sahraei,isprs annals of the photogrammetry remote sensing and spatial information sciences,2023,10.5194/isprs-annals-x-4-w1-2022-669-2023,scopus.bib,FALSE,8782
sahraei,geo spatial information science,2023,10.1080/10095020.2023.2167615,scopus.bib;wos_1001_1500.bib,FALSE,8783
sahu,arabian journal of geosciences,2018,10.1007/s12517-018-3870-2,scopus.bib;wos_3001_3500.bib,FALSE,8784
said,lecture notes in computer science including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics ,2020,10.1007/978-3-030-64556-4_54,scopus.bib,FALSE,8785
said,journal of water and land development,2018,10.2478/jwld-2018-0068,scopus.bib,FALSE,8786
saidi,international journal of digital earth,2023,10.1080/17538947.2023.2210314,scopus.bib,FALSE,8787
saini,open house international,2023,10.1108/ohi-02-2023-0027,scopus.bib,FALSE,8788
saito,proceedings of spie the international society for optical engineering,2015,10.1117/12.2083273,scopus.bib,FALSE,8789
saive,proceedings of the international astronautical congress iac,2021,NA,scopus.bib,FALSE,8790
sajjad,applied geography,2022,10.1016/j.apgeog.2022.102665,scopus.bib,FALSE,8791
sajjad,international journal of urban sciences,2012,10.1080/12265934.2012.743749,scopus.bib,FALSE,8792
sakai,sustainability switzerland ,2021,10.3390/su13095282,scopus.bib,FALSE,8793
sakamoto,isprs journal of photogrammetry and remote sensing,2020,10.1016/j.isprsjprs.2019.12.012,scopus.bib;wos_1501_2000.bib,FALSE,8794
sakeena,remote sensing,2023,10.3390/rs15082135,scopus.bib;wos_2001_2500.bib,FALSE,8795
sakellariou,international journal of disaster risk reduction,2022,10.1016/j.ijdrr.2022.103129,wos_0001_0500.bib,FALSE,8796
sakellariou,journal of forestry research,2017,10.1007/s11676-017-0452-1,scopus.bib;wos_1001_1500.bib,FALSE,8797
sakti,science of the total environment,2023,10.1016/j.scitotenv.2022.158825,scopus.bib,FALSE,8798
sala,science advances,2018,10.1126/sciadv.aat2504,scopus.bib,FALSE,8799
salam,29th asian conference on remote sensing 2008 acrs 2008,2008,NA,scopus.bib,FALSE,8800
salam,anatolia,2000,10.1080/13032917.2000.9686983,scopus.bib,FALSE,8801
salama,technical memorandum csiro australia division of water resources,1996,NA,scopus.bib,FALSE,8802
salata,sustainability switzerland ,2020,10.3390/su12187751,scopus.bib,FALSE,8803
saleem,remote sensing,2022,10.3390/rs14092152,scopus.bib,FALSE,8804
saleh,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2000,NA,scopus.bib,FALSE,8805
saleh,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2000,NA,scopus.bib,FALSE,8806
salehi siavashani,hydrological processes,2021,10.1002/hyp.14250,scopus.bib,FALSE,8807
salem,journal of islamic marketing,2020,10.1108/jima-09-2017-0099,scopus.bib;wos_2001_2500.bib,FALSE,8808
salerno,weather climate and society,2022,10.1175/wcas-d-21-0131.1,scopus.bib;wos_3001_3500.bib,FALSE,8809
sales,applied geography,2022,10.1016/j.apgeog.2022.102651,scopus.bib;wos_1001_1500.bib,FALSE,8810
salimi,bosque,2021,10.4067/s0717-92002021000300383,scopus.bib,FALSE,8811
salinas,interciencia,2018,NA,scopus.bib,FALSE,8812
sallouha,2018 ieee global communications conference globecom 2018 proceedings,2018,10.1109/glocom.2018.8647530,scopus.bib,FALSE,8813
salmivaara,environmental management,2013,10.1007/s00267-013-0016-x,scopus.bib,FALSE,8814
salmoral,journal of cleaner production,2020,10.1016/j.jclepro.2020.123544,scopus.bib,FALSE,8815
salomao,applied geochemistry,2020,10.1016/j.apgeochem.2020.104608,scopus.bib,FALSE,8816
salomonson,digest international geoscience and remote sensing symposium igarss ,1989,NA,scopus.bib,FALSE,8817
salomonson,journal of non crystalline solids,1980,NA,scopus.bib,FALSE,8818
salomonson,nasa conference publication,1979,NA,scopus.bib,FALSE,8819
saluja,proceedings of spie the international society for optical engineering,2017,10.1117/12.2278062,scopus.bib,FALSE,8820
salvatore,antarctic science,2020,10.1017/s0954102020000176,scopus.bib,FALSE,8821
samadzadegan,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2013,NA,scopus.bib,FALSE,8822
samandari,international journal for quality in health care,2001,10.1093/intqhc/13.4.283,scopus.bib,FALSE,8823
samanta,remote sensing,2021,10.3390/rs13244957,scopus.bib,FALSE,8824
samanta,applied water science,2018,10.1007/s13201-018-0710-1,scopus.bib,FALSE,8825
samarakoon,37th asian conference on remote sensing acrs 2016,2016,NA,scopus.bib,FALSE,8826
samardzicpetrovic,geomatica,2015,10.5623/cig2015-305,scopus.bib,FALSE,8827
samat,remote sensing,2019,10.3390/rs11161953,scopus.bib,FALSE,8828
samat,planning malaysia,2019,10.21837/pmjournal.v17.i10.627,scopus.bib,FALSE,8829
sambah,international journal of remote sensing,2016,10.1080/01431161.2015.1136450,scopus.bib,FALSE,8830
sambah,disaster prevention and management an international journal,2014,10.1108/dpm-05-2013-0082,scopus.bib,FALSE,8831
sambe,environmental development,2016,10.1016/j.envdev.2015.11.012,scopus.bib;wos_3001_3500.bib,FALSE,8832
samec,environmental pollution,2020,10.1016/j.envpol.2020.114352,scopus.bib,FALSE,8833
samela,land,2022,10.3390/land11071010,scopus.bib;wos_2001_2500.bib,FALSE,8834
samiappan,international geoscience and remote sensing symposium igarss ,2020,10.1109/igarss39084.2020.9323166,scopus.bib,FALSE,8835
samiullah,proceedings of the pakistan academy of sciences part b,2016,NA,scopus.bib,FALSE,8836
samou,atmosphere,2023,10.3390/atmos14071142,scopus.bib,FALSE,8837
sampaio,renewable and sustainable energy reviews,2017,10.1016/j.rser.2017.02.081,scopus.bib,FALSE,8838
sanchezazofeifa,ecological applications,2009,10.1890/08-1149.1,scopus.bib,FALSE,8839
sanchezespinosa,journal of environmental management,2019,10.1016/j.jenvman.2019.06.084,scopus.bib,FALSE,8840
sanchezreyes,revista de biologia tropical,2019,10.15517/rbt.v67i1.33353,scopus.bib,FALSE,8841
sandalinas,proceedings of the international astronautical congress iac,2022,NA,scopus.bib,FALSE,8842
sanders,journal of the american water resources association,2023,10.1111/1752-1688.13122,scopus.bib,FALSE,8843
sandhya kiran,international journal of remote sensing,2013,10.1080/01431161.2012.720738,scopus.bib,FALSE,8844
sandra,proceedings of spie the international society for optical engineering,2011,10.1117/12.897925,scopus.bib,FALSE,8845
sanfiel,conference proceedings ieee southeastcon,2021,10.1109/southeastcon45413.2021.9401877,scopus.bib,FALSE,8846
sang,remote sensing,2021,10.3390/rs13193942,scopus.bib,FALSE,8847
sang,nongye gongcheng xuebao transactions of the chinese society of agricultural engineering,2014,10.3969/j.issn.1002-6819.2014.10.027,scopus.bib,FALSE,8848
sangeet,handbook of solid waste management sustainability through circular economy,2022,10.1007/978-981-16-4230-2_39,scopus.bib,FALSE,8849
sangeetha,radio science,2023,10.1029/2023rs007816,scopus.bib,FALSE,8850
sanghavi,proceedings of the international astronautical congress iac,2017,NA,scopus.bib,FALSE,8851
sani,aip conference proceedings,2023,10.1063/5.0110889,scopus.bib,FALSE,8852
sani,information switzerland ,2022,10.3390/info13110519,scopus.bib,FALSE,8853
sankar,resource and energy economics,2020,10.1016/j.reseneeco.2020.101188,scopus.bib,FALSE,8854
sanmiguel,international journal of wildland fire,2016,10.1071/wf15226,wos_1501_2000.bib,FALSE,8855
sann,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2010,NA,scopus.bib,FALSE,8856
sannidhi,sn applied sciences,2020,10.1007/s42452-020-03329-2,scopus.bib;wos_3001_3500.bib,FALSE,8857
sannigrahi,environmental and sustainability indicators,2020,10.1016/j.indic.2019.100014,scopus.bib;wos_0501_1000.bib,FALSE,8858
sannigrahi,integrated environmental assessment and management,2020,10.1002/ieam.4287,wos_2501_3000.bib,FALSE,8859
sannigrahi,journal of environmental management,2019,10.1016/j.jenvman.2019.04.095,scopus.bib;wos_0501_1000.bib,FALSE,8860
sannigrahi,ocean and coastal management,2019,10.1016/j.ocecoaman.2019.104918,scopus.bib,FALSE,8861
sanogo,agriculture and food security,2023,10.1186/s40066-023-00408-6,scopus.bib,FALSE,8862
sanogo,land,2022,10.3390/land11122117,scopus.bib,FALSE,8863
sant,ecological indicators,2014,10.1016/j.ecolind.2014.03.014,scopus.bib,FALSE,8864
santa maria,natural hazards,2017,10.1007/s11069-016-2518-3,scopus.bib,FALSE,8865
santaga,lecture notes in computer science including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics ,2020,10.1007/978-3-030-58814-4_6,scopus.bib,FALSE,8866
santanna neto,forests,2023,10.3390/f14091705,scopus.bib,FALSE,8867
santarsiero,land,2023,10.3390/land12030645,scopus.bib,FALSE,8868
santhanam,blue green infrastructure across asian countries improving urban resilience and sustainability,2022,10.1007/978-981-16-7128-9_15,scopus.bib,FALSE,8869
santhosh,remote sensing applications society and environment,2023,10.1016/j.rsase.2022.100886,scopus.bib;wos_0501_1000.bib,FALSE,8870
santiago,sustainability switzerland ,2022,10.3390/su142316004,scopus.bib,FALSE,8871
santini,plos neglected tropical diseases,2015,10.1371/journal.pntd.0003951,scopus.bib,FALSE,8872
santora,oceanography,2021,10.5670/oceanog.2021.212,scopus.bib;wos_3001_3500.bib,FALSE,8873
santora,ecosystems,2017,10.1007/s10021-016-0078-8,scopus.bib,FALSE,8874
santora,progress in oceanography,2012,10.1016/j.pocean.2012.08.005,scopus.bib;wos_2001_2500.bib,FALSE,8875
santoro,earth system science data,2021,10.5194/essd-13-3927-2021,wos_2501_3000.bib,FALSE,8876
santos,science of the total environment,2021,10.1016/j.scitotenv.2020.141258,scopus.bib,FALSE,8877
santos,fire,2021,10.3390/fire4030056,scopus.bib,FALSE,8878
santos,plos one,2019,10.1371/journal.pone.0226224,scopus.bib,FALSE,8879
santos,revista ambiente e agua,2019,10.4136/ambi-agua.2279,scopus.bib,FALSE,8880
santos,applied geography,2019,10.1016/j.apgeog.2019.102082,scopus.bib,FALSE,8881
santos,ecological indicators,2018,10.1016/j.ecolind.2018.02.036,scopus.bib,FALSE,8882
santos,international association of geodesy symposia,2009,10.1007/978-3-540-85426-5_94,scopus.bib,FALSE,8883
santos,invasive plant science and management,2009,10.1614/ipsm-08-115.1,wos_2501_3000.bib,FALSE,8884
santos,4th international conference on information warfare and security iciw 2009,2009,NA,scopus.bib,FALSE,8885
santos,wit transactions on information and communication technologies,2008,10.2495/data080221,scopus.bib,FALSE,8886
santosa,iop conference series earth and environmental science,2020,10.1088/1755-1315/451/1/012069,scopus.bib,FALSE,8887
santosecheandia,marine environmental research,2012,10.1016/j.marenvres.2012.05.010,scopus.bib,FALSE,8888
santoso,iop conference series earth and environmental science,2019,10.1088/1755-1315/313/1/012047,scopus.bib,FALSE,8889
santosrufo,remote sensing,2020,10.3390/rs12203426,scopus.bib;wos_0501_1000.bib,FALSE,8890
sanz,forests,2021,10.3390/f12091221,scopus.bib,FALSE,8891
sanzramos,journal of hydrologic engineering,2020,10.1061/(asce)he.1943-5584.0001979,scopus.bib;wos_0501_1000.bib,FALSE,8892
sapkota,science of remote sensing,2020,10.1016/j.srs.2020.100004,wos_2001_2500.bib,FALSE,8893
saputelli,proceedings spe annual technical conference and exhibition,2003,10.2118/84064-ms,scopus.bib,FALSE,8894
saputra,aip conference proceedings,2017,10.1063/1.4987060,scopus.bib,FALSE,8895
sarah,proceedings of the international astronautical congress iac,2018,NA,scopus.bib,FALSE,8896
saranya,journal of the indian society of remote sensing,2023,10.1007/s12524-023-01684-2,scopus.bib;wos_2501_3000.bib,FALSE,8897
saraswat,asabe tmdl 2010 watershed management to improve water quality,2010,NA,scopus.bib,FALSE,8898
saravanan,arabian journal of geosciences,2020,10.1007/s12517-020-06014-1,scopus.bib;wos_0001_0500.bib,FALSE,8899
sardar,2022 ieee 3rd global conference for advancement in technology gcat 2022,2022,10.1109/gcat55367.2022.9971991,scopus.bib,FALSE,8900
sardar,journal of hydrologic engineering,2014,10.1061/(asce)he.1943-5584.0000749,scopus.bib,FALSE,8901
saremi,trees structure and function,2014,10.1007/s00468-014-0985-2,scopus.bib;wos_3501_3742.bib,FALSE,8902
sari,international journal on advanced science engineering and information technology,2018,10.18517/ijaseit.8.6.7486,scopus.bib,FALSE,8903
saringatin,proceedings of spie the international society for optical engineering,2021,10.1117/12.2615748,scopus.bib,FALSE,8904
sarkar,heliyon,2023,10.1016/j.heliyon.2023.e18255,scopus.bib;wos_1501_2000.bib,FALSE,8905
sarkar,ecological informatics,2022,10.1016/j.ecoinf.2022.101763,scopus.bib,FALSE,8906
sarkar,tropical conservation science,2021,10.1177/19400829211014740,wos_1001_1500.bib,FALSE,8907
sarkar,the lancet planetary health,2019,10.1016/s2542-5196(19)30214-1,scopus.bib,FALSE,8908
sarkar,geospatial intelligence concepts methodologies tools and applications,2019,10.4018/978-1-5225-8054-6.ch029,scopus.bib,FALSE,8909
sarkar,new biotechnology,2018,10.1016/j.nbt.2017.04.001,scopus.bib,FALSE,8910
sarkar,the lancet planetary health,2018,10.1016/s2542-5196(18)30051-2,scopus.bib,FALSE,8911
sarkar,hybrid soft computing approaches research and applications,2015,10.1007/978-81-322-2544-7_10,scopus.bib,FALSE,8912
sarkar,handbook of research on swarm intelligence in engineering,2015,10.4018/978-1-4666-8291-7.ch014,scopus.bib,FALSE,8913
sarma,journal of the indian society of remote sensing,2012,10.1007/s12524-011-0163-6,scopus.bib,FALSE,8914
sarni,digital water enabling a more resilient secure and equitable water future,2021,10.4324/9780429439278,scopus.bib,FALSE,8915
sarp,37th asian conference on remote sensing acrs 2016,2016,NA,scopus.bib,FALSE,8916
sarret,proceedings of the international astronautical congress iac,2018,NA,scopus.bib,FALSE,8917
sarshar,society of petroleum engineers spe middle east unconventional gas conference and exhibition 2013 ugas 2013 unconventional and tight gas bridging the gaps for sustainable economic development,2013,10.2118/164032-ms,scopus.bib,FALSE,8918
sarvia,agronomy,2022,10.3390/agronomy12020406,scopus.bib,FALSE,8919
sassite,advances in science technology and innovation,2022,10.1007/978-3-030-80458-9_1,scopus.bib,FALSE,8920
sassone,climatic change,1982,10.1007/bf02423388,scopus.bib,FALSE,8921
satapathy,international journal of remote sensing,2008,10.1080/01431160701269002,scopus.bib;wos_2001_2500.bib,FALSE,8922
satapathy,environmental monitoring and assessment,2007,10.1007/s10661-007-9636-z,scopus.bib,FALSE,8923
sathyamorthy,international conference on space science and communication iconspace,2015,10.1109/iconspace.2015.7283792,scopus.bib,FALSE,8924
satir,NA,2016,10.5772/63051,wos_2001_2500.bib,FALSE,8925
saunders,botanica marina,2015,10.1515/bot-2014-0060,scopus.bib,FALSE,8926
saunders,global change biology,2013,10.1111/gcb.12218,scopus.bib,FALSE,8927
saunders,ocean and coastal management,2010,10.1016/j.ocecoaman.2010.01.006,scopus.bib,FALSE,8928
saunders,geographic information 1994,1993,NA,scopus.bib,FALSE,8929
savage,forest ecology and management,2017,10.1016/j.foreco.2017.05.017,scopus.bib,FALSE,8930
savastano,industrie alimentari,2022,NA,scopus.bib,FALSE,8931
savastru,proceedings of spie the international society for optical engineering,2018,10.1117/12.2324960,scopus.bib,FALSE,8932
sawadogo,comptes rendus de l academie bulgare des sciences,2020,10.7546/crabs.2020.10.18,scopus.bib,FALSE,8933
sawalhah,journal of arid environments,2018,10.1016/j.jaridenv.2018.07.003,scopus.bib,FALSE,8934
sawayama,proceedings of spie the international society for optical engineering,2012,10.1117/12.975777,scopus.bib,FALSE,8935
sawut,canadian journal of soil science,2013,10.4141/cjss2012-010,scopus.bib;wos_1001_1500.bib,FALSE,8936
sawyer,frontiers in environmental science,2022,10.3389/fenvs.2022.804862,scopus.bib;wos_1001_1500.bib,TRUE,8937
sawyer,journal of applied ecology,2011,10.1111/j.1365-2664.2011.01970.x,scopus.bib;wos_0001_0500.bib,FALSE,8938
saxena,earth and space science,2023,10.1029/2023ea003004,wos_3001_3500.bib,FALSE,8939
say,archives of acoustics,2017,10.1515/aoa-2017-0067,scopus.bib;wos_3001_3500.bib,FALSE,8940
saydi,water science and engineering,2020,10.1016/j.wse.2020.09.002,scopus.bib,FALSE,8941
saykawlard,hydrological processes,2005,10.1002/hyp.5552,scopus.bib,FALSE,8942
sayl,arabian journal of geosciences,2017,10.1007/s12517-017-3193-8,scopus.bib;wos_1501_2000.bib,FALSE,8943
scales,ecological applications,2017,10.1002/eap.1610,scopus.bib;wos_0001_0500.bib,FALSE,8944
scales,ecography,2017,10.1111/ecog.02272,scopus.bib;wos_0001_0500.bib,FALSE,8945
scales,diversity and distributions,2016,10.1111/ddi.12389,scopus.bib;wos_1501_2000.bib,FALSE,8946
scanlon,environmental research letters,2021,10.1088/1748-9326/ac16ff,scopus.bib,FALSE,8947
scarda,proceedings of the international astronautical congress iac,2012,NA,scopus.bib,FALSE,8948
scarfone,electronics switzerland ,2021,10.3390/electronics10070825,scopus.bib,FALSE,8949
scarpone,geoderma,2016,10.1016/j.geoderma.2016.07.012,scopus.bib,FALSE,8950
schaadt,proceedings of spie the international society for optical engineering,2007,10.1117/12.737924,scopus.bib,FALSE,8951
schacher,remote sensing,2023,10.3390/rs15051407,scopus.bib;wos_0001_0500.bib,FALSE,8952
schaeffer,environmental monitoring and assessment,2022,10.1007/s10661-021-09684-w,scopus.bib,FALSE,8953
schaffersmith,environmental conservation,2016,10.1017/s0376892915000405,scopus.bib,FALSE,8954
schandl,journal of cleaner production,2020,10.1016/j.jclepro.2020.121770,scopus.bib;wos_0001_0500.bib,FALSE,8955
schattan,remote sensing of environment,2020,10.1016/j.rse.2019.111603,scopus.bib;wos_0501_1000.bib,FALSE,8956
schaum,proceedings of spie the international society for optical engineering,2016,10.1117/12.2240092,scopus.bib,FALSE,8957
schaus,proceedings of the international astronautical congress iac,2019,NA,scopus.bib,FALSE,8958
schawe,aerospace science and technology,2002,10.1016/s1270-9638(01)01127-0,scopus.bib;wos_2001_2500.bib,FALSE,8959
schellberg,european journal of agronomy,2008,10.1016/j.eja.2008.05.005,scopus.bib;wos_0001_0500.bib,FALSE,8960
schena,journal of the south african institute of mining and metallurgy,1993,NA,wos_2501_3000.bib,FALSE,8961
schermwski,periodicum biologorum,2000,NA,scopus.bib,FALSE,8962
schernewski,periodicum biologorum,2000,NA,wos_2501_3000.bib,FALSE,8963
schiavina,sustainability,2019,10.3390/su11205674,wos_3001_3500.bib,FALSE,8964
schiel,proceedings of the international astronautical congress iac,2020,NA,scopus.bib,FALSE,8965
schillaci,geoderma,2017,10.1016/j.geoderma.2016.10.019,scopus.bib,FALSE,8966
schirpke,ecosystem services,2023,10.1016/j.ecoser.2023.101558,wos_1001_1500.bib,FALSE,8967
schleupner,34th international symposium on remote sensing of environment the geoss era towards operational environmental monitoring,2011,NA,scopus.bib,FALSE,8968
schmeller,journal for nature conservation,2015,10.1016/j.jnc.2015.03.003,scopus.bib,FALSE,8969
schmerbeck,environmental management,2015,10.1007/s00267-015-0502-4,scopus.bib,FALSE,8970
schmidt,journal of arid environments,2008,10.1016/j.jaridenv.2008.02.015,scopus.bib,FALSE,8971
schmidtlein,journal of vegetation science,2012,10.1111/j.1654-1103.2011.01370.x,scopus.bib,FALSE,8972
schmier,clinical cardiology,2017,10.1002/clc.22696,scopus.bib,FALSE,8973
schneider,proceedings of the international astronautical congress iac,2020,NA,scopus.bib,FALSE,8974
schneider,remote sensing,2020,10.3390/rs12010173,scopus.bib;wos_3501_3742.bib,FALSE,8975
schneiderbauer,geo information for disaster management,2005,10.1007/3-540-27468-5_64,scopus.bib,FALSE,8976
schnieder,accuracy 2010 proceedings of the 9th international symposium on spatial accuracy assessment in natural resources and environmental sciences,2010,NA,scopus.bib,FALSE,8977
schober,osterreichische wasser und abfallwirtschaft,2010,10.1007/s00506-010-0205-2,scopus.bib,FALSE,8978
schoemaker,proceedings of spie the international society for optical engineering,2007,10.1117/12.732322,scopus.bib,FALSE,8979
schofield,ecology,2020,10.1002/ecy.3027,wos_3001_3500.bib,FALSE,8980
schofield,biological conservation,2013,10.1016/j.biocon.2013.03.004,wos_1001_1500.bib,FALSE,8981
schofield,diversity and distributions,2013,10.1111/ddi.12077,scopus.bib;wos_3001_3500.bib,FALSE,8982
schofield,journal of experimental marine biology and ecology,2007,10.1016/j.jembe.2007.03.009,wos_3001_3500.bib,FALSE,8983
schofield,marine technology society journal,2003,10.4031/002533203787537456,scopus.bib,FALSE,8984
scholes,current opinion in environmental sustainability,2012,10.1016/j.cosust.2011.12.005,scopus.bib,FALSE,8985
scholes,proceedings 33rd international symposium on remote sensing of environment isrse 2009,2009,NA,scopus.bib,FALSE,8986
schollaert uz,remote sensing in earth systems sciences,2019,10.1007/s41976-019-0008-6,scopus.bib,FALSE,8987
scholtz,ecosphere,2018,10.1002/ecs2.2343,scopus.bib;wos_2001_2500.bib,FALSE,8988
scholz,water switzerland ,2022,10.3390/w14091486,scopus.bib,FALSE,8989
schraderpatton,ecology,2023,10.1002/ecy.4031,scopus.bib,FALSE,8990
schraderpatton,usda forest service general technical report pnw gtr,2016,NA,scopus.bib,FALSE,8991
schreck,remote sensing,2023,10.3390/rs15133372,scopus.bib,FALSE,8992
schrempp,plos one,2019,10.1371/journal.pone.0219128,scopus.bib,FALSE,8993
schroder,journal of archaeological science reports,2020,10.1016/j.jasrep.2020.102543,wos_2001_2500.bib,FALSE,8994
schroedterhomscheidt,european space agency special publication esa sp,2006,NA,scopus.bib,FALSE,8995
schroter,ecological indicators,2014,10.1016/j.ecolind.2013.09.018,wos_3001_3500.bib,FALSE,8996
schubert,ieee journal of radio frequency identification,2022,10.1109/jrfid.2021.3080509,scopus.bib,FALSE,8997
schucknecht,biogeosciences,2022,10.5194/bg-19-2699-2022,wos_0001_0500.bib,FALSE,8998
schucknecht,remote sensing,2017,10.3390/rs9050463,scopus.bib,FALSE,8999
schuett,data in brief,2022,10.1016/j.dib.2021.107759,wos_1501_2000.bib,FALSE,9000
schuit,peerj,2021,10.7717/peerj.10621,scopus.bib;wos_1501_2000.bib,FALSE,9001
schultz,weather and forecasting,2011,10.1175/waf-d-10-05026.1,scopus.bib;wos_3501_3742.bib,FALSE,9002
schulz,international psychogeriatrics,2021,10.1017/s1041610221000223,scopus.bib,FALSE,9003
schulz,isprs journal of photogrammetry and remote sensing,2021,10.1016/j.isprsjprs.2021.06.005,scopus.bib;wos_2501_3000.bib,FALSE,9004
schulz,journal of oncology pharmacy practice,2005,10.1191/1078155205jp152oa,scopus.bib,FALSE,9005
schulze,south african journal of science,2007,NA,scopus.bib,FALSE,9006
schumacher,agricultural and forest meteorology,2022,10.1016/j.agrformet.2021.108723,scopus.bib,FALSE,9007
schumann,physics and chemistry of the earth,2015,10.1016/j.pce.2015.05.002,scopus.bib;wos_1501_2000.bib,FALSE,9008
schumann,ieee transactions on geoscience and remote sensing,2009,10.1109/tgrs.2009.2017937,scopus.bib;wos_1001_1500.bib,FALSE,9009
schunder,remote sensing applications society and environment,2020,10.1016/j.rsase.2020.100355,scopus.bib;wos_3001_3500.bib,FALSE,9010
schuster,ecography,2013,10.1111/j.1600-0587.2012.07681.x,scopus.bib,FALSE,9011
schwartz,environmental research letters,2017,10.1088/1748-9326/aa708b,scopus.bib,FALSE,9012
schwartz,african journal of ecology,2006,10.1111/j.1365-2028.2006.00579.x,scopus.bib,FALSE,9013
schwarz,journal of environmental management,2020,10.1016/j.jenvman.2020.111308,scopus.bib;wos_1501_2000.bib,FALSE,9014
schwarz,ecological indicators,2012,10.1016/j.ecolind.2012.01.001,scopus.bib,FALSE,9015
schwarz,proceedings of the international astronautical congress iac,2012,NA,scopus.bib,FALSE,9016
schweik,ambio,2003,10.1639/0044-7447(2003)032[0312:usitli]2.0.co;2,wos_1501_2000.bib,FALSE,9017
